plot	feature	tissue	feature_ID	non_redundant_feature_ID	platform	training_q	female_1w	female_2w	female_4w	female_8w	male_1w	male_2w	male_4w	male_8w		
	METAB;SKM-GN;UDP-N-acetylglucosamine	SKM-GN	UDP-N-acetylglucosamine	NA	metab-u-ionpneg	1.04E-02	0.42593	2.95964	3.31076	-0.2396	0.10727	0.80532	2.65856	1.44403		
	METAB;HEART;UDP-galactose	HEART	UDP-galactose	NA	metab-t-nuc	8.82E-03	3.35848	2.11523	1.61982	0.43626	2.05341	4.11172	1.73816	0.90083		
	METAB;SKM-GN;UDP-galactose	SKM-GN	UDP-galactose	NA	metab-t-nuc	3.40E-02	1.58193	0.6592	2.94048	3.04236	1.27884	2.82501	2.10175	2.78398		
	METAB;LIVER;UDP-glucose	LIVER	UDP-glucose	NA	metab-u-ionpneg	2.02E-02	-0.72864	0.33477	-2.46265	-1.55425	-2.21663	-4.12403	-2.67407	-2.33514		
	METAB;BAT;UDP-glucuronate	BAT	UDP-glucuronate	NA	metab-u-ionpneg	3.54E-03	0.82282	0.06129	-1.01953	-3.57595	1.37541	3.10833	1.66104	-0.10548		
	METAB;LIVER;UMP	LIVER	UMP	NA	meta-reg	2.57E-03	-0.09974	0.80324	-2.74159	-2.53087	-2.45024	-2.59189	-2.41488	-0.0779		
	METAB;WAT-SC;UMP	WAT-SC	UMP	NA	meta-reg	8.29E-03	-0.79215	0.71245	1.82996	1.11475	-3.47756	-1.20273	-2.10399	1.21517		
	METAB;BAT;UTP	BAT	UTP	NA	metab-u-ionpneg	1.25E-02	4.94949	3.18288	2.88703	1.98691	0.20672	0.9254	0.27642	-1.77534		
	METAB;LIVER;UTP	LIVER	UTP	NA	meta-reg	2.90E-08	1.96922	0.13617	4.05394	4.07805	3.47868	3.41644	3.37439	1.95616		
	METAB;LIVER;Ubiquinol Q9_feature1	LIVER	Ubiquinol Q9_feature1	NA	metab-u-lrppos	4.65E-02	-1.63255	-0.55	0.33503	-0.76714	0.69402	1.22821	-0.88378	3.3297		
	METAB;SKM-GN;Ubiquinol Q9_feature1	SKM-GN	Ubiquinol Q9_feature1	NA	metab-u-lrppos	3.23E-02	0.15699	0.43093	-0.2337	0.90129	0.24333	0.02533	-0.07148	4.04631		
	METAB;BAT;Uric acid	BAT	Uric acid	NA	meta-reg	9.14E-09	-3.38597	-3.31936	-2.3154	-0.80923	-2.83263	-4.75819	-4.14158	-1.1784		
X	METAB;LIVER;Uric acid	LIVER	Uric acid	NA	meta-reg	0.00E+00	1.69896	2.47011	0.91108	1.25073	0.00124	2.03025	1.81705	2.83236		
	METAB;LUNG;Uric acid	LUNG	Uric acid	NA	meta-reg	7.16E-04	1.92865	1.2762	1.59671	0.87047	0.1728	3.81043	0.86987	3.34739		
	METAB;PLASMA;Uric acid	PLASMA	Uric acid	NA	meta-reg	2.94E-02	0.66097	-0.24014	0.08056	1.85708	-1.1291	-1.1737	-3.69066	0.61339		
	METAB;WAT-SC;Urocanic acid	WAT-SC	Urocanic acid	NA	meta-reg	2.50E-02	-0.17041	-0.64438	-0.07948	0.02207	-3.22391	-2.37009	-1.66907	0.98467		
	METAB;HEART;Valine	HEART	Valine	NA	meta-reg	2.56E-07	0.03315	0.12895	-0.96529	1.45348	-2.47133	-1.58275	-2.33131	1.76064		
	METAB;LUNG;Valine	LUNG	Valine	NA	meta-reg	4.68E-02	-1.45697	-1.17687	-0.16543	1.70173	-1.52074	-1.39155	0.72358	2.8439		
	METAB;PLASMA;Valine	PLASMA	Valine	NA	metab-t-amines	1.38E-03	-1.63781	-0.94135	-0.58895	0.01351	-3.8286	-4.36929	-2.25307	1.08613		
	METAB;SKM-GN;XMP	SKM-GN	XMP	NA	metab-t-nuc	1.52E-02	-2.67669	-0.13764	-3.5727	-1.70724	-0.20196	-1.54072	-2.42823	-2.47869		
	METAB;WAT-SC;XMP	WAT-SC	XMP	NA	metab-t-nuc	4.11E-02	0.83853	2.06907	0.12826	1.23545	-2.94451	0.92594	0.5549	-0.85731		
	METAB;KIDNEY;Xanthine	KIDNEY	Xanthine	NA	meta-reg	6.11E-03	-1.41828	-2.04181	-1.63346	-1.30129	-1.76179	-2.71704	-2.40297	-0.01416		
	METAB;LIVER;Xanthine	LIVER	Xanthine	NA	meta-reg	5.47E-03	1.00502	2.04074	1.52594	1.64036	-2.51363	-1.54441	-2.67953	0.59421		
	METAB;WAT-SC;Xanthine	WAT-SC	Xanthine	NA	meta-reg	9.17E-04	1.45692	1.63285	0.27447	-0.09004	-1.93002	-2.10278	-2.60639	-3.58212		
X	METAB;BAT;Xanthosine	BAT	Xanthosine	NA	meta-reg	2.90E-14	-4.45988	-3.25322	-0.77141	-2.19182	-3.44124	-4.18943	-4.12287	-3.17927		
	METAB;HIPPOC;Xanthosine	HIPPOC	Xanthosine	NA	meta-reg	2.27E-04	-3.11714	-0.9711	-0.03008	2.07091	-1.35482	-3.63069	-2.92915	0.6541		
	METAB;LUNG;Xanthosine	LUNG	Xanthosine	NA	meta-reg	4.98E-07	2.9154	2.00881	3.23461	2.4616	1.26804	3.29473	1.15956	3.35025		
	METAB;BAT;acetylcholine	BAT	acetylcholine	NA	metab-u-hilicpos	5.35E-03	1.12219	0.62393	0.26969	0.32251	-0.24979	-1.02147	-2.22362	-5.91415		
	METAB;COLON;acetylcholine	COLON	acetylcholine	NA	metab-u-hilicpos	1.09E-05	0.89323	3.00927	-0.90833	0.08074	6.00416	4.57005	4.44976	-0.46686		
	METAB;HEART;acetylcholine	HEART	acetylcholine	NA	metab-u-hilicpos	6.89E-03	1.39093	0.35828	-2.44738	0.07561	-3.49349	-2.70817	-3.42457	-1.17773		
	METAB;KIDNEY;acetylcholine	KIDNEY	acetylcholine	NA	metab-u-hilicpos	2.43E-02	4.16498	2.04556	0.52487	-0.17635	0.31499	0.21762	-0.59993	-1.18649		
	METAB;SPLEEN;acetylcholine	SPLEEN	acetylcholine	NA	metab-u-hilicpos	3.42E-02	1.45234	1.42947	0.21596	0.82912	-0.33638	1.44426	2.93917	-1.42306		
	METAB;KIDNEY;acetylcysteine	KIDNEY	acetylcysteine	NA	metab-u-hilicpos	1.08E-03	0.45339	0.27021	-1.75603	-1.59867	3.57093	4.23315	4.45867	0.00723		
	METAB;LIVER;acetylcysteine	LIVER	acetylcysteine	NA	metab-u-hilicpos	3.04E-03	0.12965	0.69528	-0.93806	-0.53436	3.18232	3.51051	4.80826	-0.33217		
	METAB;HIPPOC;acisoga	HIPPOC	acisoga	NA	metab-u-hilicpos	5.73E-04	4.21034	2.10093	-0.21937	-1.10683	0.35606	0.25748	-0.12428	-2.99071		
	METAB;KIDNEY;acisoga	KIDNEY	acisoga	NA	metab-u-hilicpos	7.73E-03	1.7448	1.1103	0.09799	-0.99371	0.0599	0.43434	-0.05996	-3.90672		
	METAB;OVARY;acisoga	OVARY	acisoga	NA	metab-u-hilicpos	2.22E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;PLASMA;acisoga	PLASMA	acisoga	NA	metab-u-hilicpos	3.33E-03	2.08399	1.38816	-0.28686	-0.48498	0.02952	0.02808	-0.74595	-4.31666		
	METAB;SKM-GN;acisoga	SKM-GN	acisoga	NA	metab-u-hilicpos	1.28E-03	0.09517	-0.24772	-1.23141	-1.54863	-2.52483	0.08639	-0.48496	-5.87234		
	METAB;SKM-VL;acisoga	SKM-VL	acisoga	NA	metab-u-hilicpos	2.51E-03	1.61049	0.60154	-1.50805	-1.81297	1.42392	1.15724	-0.47175	-2.95654		
	METAB;SPLEEN;acisoga	SPLEEN	acisoga	NA	metab-u-hilicpos	9.82E-04	2.00058	1.82257	0.53848	-0.74409	-2.0616	-1.01754	-0.92618	-5.67554		
	METAB;TESTES;acisoga	TESTES	acisoga	NA	metab-u-hilicpos	2.33E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;CORTEX;metab-u-hilicpos:adenosine	CORTEX	adenosine	metab-u-hilicpos:adenosine	metab-u-hilicpos	1.14E-02	-3.13901	-2.96831	-2.37279	0.30568	-0.95654	-1.5456	-3.25801	-1.82219		
	METAB;HIPPOC;metab-u-hilicpos:adenosine	HIPPOC	adenosine	metab-u-hilicpos:adenosine	metab-u-hilicpos	2.15E-03	-3.10892	-2.54171	0.08932	0.29582	-1.51031	-3.55715	-2.66971	0.12798		
	METAB;SKM-VL;metab-u-hilicpos:adenosine	SKM-VL	adenosine	metab-u-hilicpos:adenosine	metab-u-hilicpos	4.28E-02	-2.38459	-1.28358	-0.91016	-0.48074	-2.64366	-2.9502	-0.16917	-0.02023		
	METAB;TESTES;metab-u-hilicpos:adenosine	TESTES	adenosine	metab-u-hilicpos:adenosine	metab-u-hilicpos	2.10E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;SPLEEN;agmatine	SPLEEN	agmatine	NA	metab-u-hilicpos	3.86E-05	1.96093	2.79993	-2.7676	-0.7193	3.52003	3.5935	4.89889	3.06677		
	METAB;ADRNL;ala-ala	ADRNL	ala-ala	NA	metab-u-hilicpos	6.06E-05	1.75007	-0.02077	-4.3945	-1.45593	-0.79228	0.64308	2.26129	-2.05753		
	METAB;CORTEX;ala-ala	CORTEX	ala-ala	NA	metab-u-hilicpos	1.79E-02	1.1884	-0.13278	-0.96051	0.79344	2.0859	3.64977	4.72475	2.29043		
	METAB;HEART;ala-ala	HEART	ala-ala	NA	metab-u-hilicpos	7.24E-03	1.15779	1.01795	-1.94866	1.39188	0.02259	0.87041	3.47162	-0.59925		
	METAB;HIPPOC;ala-ala	HIPPOC	ala-ala	NA	metab-u-hilicpos	3.91E-04	1.36059	0.18768	-2.06837	1.0746	1.66003	2.99614	5.55854	0.18869		
	METAB;HYPOTH;ala-ala	HYPOTH	ala-ala	NA	metab-u-hilicpos	7.65E-03	1.04838	2.12535	0.95485	1.88566	1.77559	3.32789	5.42922	1.28816		
	METAB;KIDNEY;ala-ala	KIDNEY	ala-ala	NA	metab-u-hilicpos	9.56E-03	1.37903	1.98097	-1.45292	-1.38748	1.85513	1.2497	1.01431	-1.44192		
	METAB;LIVER;ala-ala	LIVER	ala-ala	NA	metab-u-hilicpos	4.68E-04	0.85086	-0.02608	-3.79395	0.89104	1.26894	0.92229	3.73761	-0.31854		
	METAB;LUNG;ala-ala	LUNG	ala-ala	NA	metab-u-hilicpos	4.92E-04	2.22813	2.16906	-2.3579	-0.41584	0.8404	2.05118	2.84876	-1.28471		
	METAB;SKM-GN;ala-ala	SKM-GN	ala-ala	NA	metab-u-hilicpos	2.27E-06	2.05465	1.70306	-2.952	-0.24978	2.3138	3.55834	5.42664	-1.67629		
	METAB;SPLEEN;ala-ala	SPLEEN	ala-ala	NA	metab-u-hilicpos	1.09E-05	1.7376	1.69238	-4.15462	-0.85763	1.69278	3.18418	4.96916	0.8201		
	METAB;TESTES;ala-ala	TESTES	ala-ala	NA	metab-u-hilicpos	9.22E-03	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;VENACV;ala-ala	VENACV	ala-ala	NA	metab-u-hilicpos	1.68E-03	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;WAT-SC;ala-ala	WAT-SC	ala-ala	NA	metab-u-hilicpos	3.74E-02	0.50687	0.09559	-2.30859	-0.57465	0.85225	0.95799	3.3404	-0.00819		
	METAB;HYPOTH;alanine	HYPOTH	alanine	NA	metab-u-hilicpos	1.19E-02	-0.86648	-0.53168	0.59571	-1.05337	-4.28795	-4.19303	-4.39065	-0.30447		
	METAB;HEART;alanine-13C3	HEART	alanine-13C3	NA	metab-u-rpneg	2.83E-02	-1.49244	-1.27673	-1.41694	0.1775	-1.69698	-2.63918	-2.69472	1.13285		
	METAB;ADRNL;allantoin	ADRNL	allantoin	NA	metab-u-hilicpos	3.83E-02	1.93158	1.96666	0.84738	-0.83075	2.44307	2.44901	1.97291	-0.02033		
	METAB;LIVER;allantoin	LIVER	allantoin	NA	metab-u-hilicpos	7.02E-03	0.81847	-0.04757	3.29683	3.1571	0.81269	-0.33501	0.99526	2.8258		
	METAB;KIDNEY;alpha-Amino-N-butyric-acid	KIDNEY	alpha-Amino-N-butyric-acid	NA	metab-t-amines	3.98E-03	1.13503	1.53903	-1.29376	-1.88838	1.64015	1.15494	-0.32432	-2.44316		
	METAB;SKM-GN;alpha-Amino-N-butyric-acid	SKM-GN	alpha-Amino-N-butyric-acid	NA	metab-t-amines	2.24E-02	0.94171	1.43753	-2.50581	-1.77908	-0.0715	0.84757	0.38211	-1.31786		
	METAB;WAT-SC;alpha-Amino-N-butyric-acid	WAT-SC	alpha-Amino-N-butyric-acid	NA	metab-t-amines	2.33E-02	1.05246	1.83721	-2.49036	-1.53583	0.69386	1.0207	-0.65522	1.27264		
	METAB;HEART;alpha-Aminoadipic-acid	HEART	alpha-Aminoadipic-acid	NA	metab-t-amines	2.69E-04	3.30225	4.69837	1.9049	-0.27688	2.65281	2.13886	1.62854	-0.69005		
	METAB;KIDNEY;alpha-Aminoadipic-acid	KIDNEY	alpha-Aminoadipic-acid	NA	metab-t-amines	8.76E-03	-0.54945	0.69841	-2.96441	-2.65475	-0.54136	-2.35543	-1.38029	-2.79143		
X	METAB;SKM-GN;alpha-Aminoadipic-acid	SKM-GN	alpha-Aminoadipic-acid	NA	metab-t-amines	1.09E-14	-5.19044	-4.00835	-8	-0.36299	-8	-7.02906	0.78438	0.16811		
	METAB;COLON;alpha-glycerophosphocholine	COLON	alpha-glycerophosphocholine	NA	metab-u-hilicpos	3.46E-02	-0.63001	1.27548	0.21349	0.97606	2.2415	1.9374	1.7863	-1.60028		
	METAB;SKM-VL;alpha-glycerophosphocholine	SKM-VL	alpha-glycerophosphocholine	NA	metab-u-hilicpos	8.39E-05	1.69134	3.92043	3.89889	3.43193	3.92871	2.10343	4.72338	5.52952		
	METAB;HEART;alpha-muricholate	HEART	alpha-muricholate	NA	metab-u-rpneg	7.34E-03	-0.85364	-2.92485	-0.32604	-0.59608	-2.38408	-3.17095	-3.43303	0.0396		
	METAB;KIDNEY;alpha-muricholate	KIDNEY	alpha-muricholate	NA	metab-u-rpneg	3.54E-02	-2.48739	-2.66596	0.47662	-0.4663	-2.79273	-1.09467	-1.72171	-1.00477		
	METAB;PLASMA;alpha-muricholate	PLASMA	alpha-muricholate	NA	metab-u-rpneg	1.92E-02	-2.46186	-2.56474	0.47835	-0.16135	-3.01622	-1.48961	-1.69967	-0.73784		
	METAB;SKM-GN;alpha-muricholate	SKM-GN	alpha-muricholate	NA	metab-u-rpneg	4.89E-03	-3.13722	-4.03425	-0.06123	0.16277	-1.99947	-1.14964	-1.20483	0.1014		
	METAB;WAT-SC;alpha-muricholate	WAT-SC	alpha-muricholate	NA	metab-u-rpneg	3.49E-02	-2.54895	-2.50826	0.63341	0.26326	-1.75991	-0.58664	-0.9337	0.38259		
	METAB;BAT;alpha-tocopherol	BAT	alpha-tocopherol	NA	metab-u-rppos	2.95E-02	-1.97566	-1.22568	-0.54528	1.0463	-1.69219	-0.68343	0.15507	2.17262		
	METAB;HEART;alpha-tocopherol	HEART	alpha-tocopherol	NA	metab-u-rppos	8.29E-03	-2.42642	-0.01649	-2.02284	-0.3448	-2.69683	-4.31878	-3.70577	-2.58096		
	METAB;COLON;anserine	COLON	anserine	NA	metab-u-hilicpos	1.87E-02	-1.37167	-3.34988	-1.03455	0.88551	-1.04916	-1.01537	0.37777	1.54493		
	METAB;LIVER;anserine	LIVER	anserine	NA	metab-u-hilicpos	4.86E-02	-0.13475	0.94942	1.48528	0.14353	-0.80447	-2.23962	-1.5954	1.88013		
	METAB;VENACV;anserine	VENACV	anserine	NA	metab-u-hilicpos	1.35E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;HEART;anthranilic acid-15N	HEART	anthranilic acid-15N	NA	metab-u-rpneg	2.74E-02	-1.50499	-0.93484	-0.41178	1.33485	-1.49128	-2.52821	-1.80077	1.15951		
	METAB;SKM-VL;arachidoyl ethanolamide	SKM-VL	arachidoyl ethanolamide	NA	metab-u-hilicpos	2.76E-02	-3.74448	-1.07509	-0.52609	-0.39267	-1.9895	0.76605	-0.20844	-0.4118		
	METAB;ADRNL;argininosuccinate	ADRNL	argininosuccinate	NA	metab-u-hilicpos	4.46E-03	3.5152	3.46154	1.9903	1.30907	-3.40868	-2.97429	-1.15026	-2.08666		
	METAB;HYPOTH;argininosuccinate	HYPOTH	argininosuccinate	NA	metab-u-hilicpos	3.49E-04	-2.9553	-3.22532	-1.71092	0.023	-3.26469	-3.01938	-1.30821	1.85489		
	METAB;SPLEEN;aspartate	SPLEEN	aspartate	NA	metab-u-hilicpos	1.13E-02	-0.2211	0.10672	1.61239	0.04675	2.15189	1.17798	1.47746	-2.75675		
	METAB;HEART;aspartate-13C4	HEART	aspartate-13C4	NA	metab-u-rpneg	4.39E-03	-1.19823	-1.26069	-1.87521	0.955	-4.1532	-3.4699	-3.45917	-0.64822		
	METAB;BAT;beta-Alanine	BAT	beta-Alanine	NA	metab-t-amines	9.65E-03	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;HEART;beta-Alanine	HEART	beta-Alanine	NA	metab-t-amines	4.70E-03	4.18209	4.67928	3.0002	0.94693	1.53071	0.3529	0.28154	-0.4945		
	METAB;HIPPOC;beta-Alanine	HIPPOC	beta-Alanine	NA	meta-reg	5.50E-03	1.90102	0.88426	2.5091	2.83753	1.35381	0.5224	1.69417	2.14147		
	METAB;KIDNEY;beta-Alanine	KIDNEY	beta-Alanine	NA	metab-t-amines	3.30E-07	1.62753	2.57481	1.06899	-3.14112	3.3985	2.47002	-2.39253	-2.18471		
	METAB;SKM-GN;beta-Alanine	SKM-GN	beta-Alanine	NA	meta-reg	4.09E-05	1.16187	1.59588	-2.06962	-3.28915	0.06847	-0.10904	-1.6741	-4.20052		
X	METAB;WAT-SC;beta-Alanine	WAT-SC	beta-Alanine	NA	meta-reg	0.00E+00	0.14654	0.72226	-0.57064	0.36962	0.55854	0.29696	-0.63449	0.88102		
	METAB;ADRNL;beta-alanine	ADRNL	beta-alanine	NA	metab-u-hilicpos	2.43E-02	2.54868	2.5892	0.19019	-1.30516	-0.56863	-0.52802	-0.63646	-2.24455		
	METAB;SKM-VL;beta-alanine	SKM-VL	beta-alanine	NA	metab-u-hilicpos	7.46E-03	-0.91825	0.87436	-1.63114	-3.78556	0.91664	0.15471	-0.6181	-2.12327		
	METAB;SPLEEN;beta-alanine	SPLEEN	beta-alanine	NA	metab-u-hilicpos	4.20E-02	1.58901	1.80784	2.00102	0.48028	3.37817	1.61633	1.03845	-0.4785		
	METAB;ADRNL;beta-guanidinopropionate	ADRNL	beta-guanidinopropionate	NA	metab-u-hilicpos	8.80E-04	-0.17589	2.83098	-0.11252	-1.81036	1.15382	0.59536	1.70778	-2.76057		
	METAB;COLON;beta-guanidinopropionate	COLON	beta-guanidinopropionate	NA	metab-u-hilicpos	1.38E-02	0.82837	0.91856	-0.74171	0.69482	-3.65991	-2.95363	-1.087	0.80838		
	METAB;HEART;beta-guanidinopropionate	HEART	beta-guanidinopropionate	NA	metab-u-hilicpos	1.01E-03	0.97005	0.59866	0.21057	-3.36212	-3.5089	-1.05655	-3.41742	-3.58694		
	METAB;HIPPOC;beta-guanidinopropionate	HIPPOC	beta-guanidinopropionate	NA	metab-u-hilicpos	4.82E-05	-0.71374	-0.62699	2.24295	0.27279	-4.13976	-3.90542	-0.85973	2.95919		
	METAB;KIDNEY;beta-guanidinopropionate	KIDNEY	beta-guanidinopropionate	NA	metab-u-hilicpos	3.09E-02	0.29906	3.03975	3.64779	1.11853	0.28987	-0.06312	1.38006	-0.91043		
	METAB;LIVER;beta-guanidinopropionate	LIVER	beta-guanidinopropionate	NA	metab-u-hilicpos	2.25E-02	-1.28699	1.51502	3.11828	1.16619	0.11333	-0.08417	0.14772	2.08097		
	METAB;PLASMA;beta-guanidinopropionate	PLASMA	beta-guanidinopropionate	NA	metab-u-hilicpos	2.01E-02	-1.96201	2.14756	1.56807	-1.64814	1.07424	0.29426	-0.10913	0.05821		
	METAB;SKM-GN;beta-guanidinopropionate	SKM-GN	beta-guanidinopropionate	NA	metab-u-hilicpos	1.96E-03	0.75216	0.42597	-3.99521	-0.32706	-2.01166	-2.20437	-3.3651	-3.045		
	METAB;SKM-VL;beta-guanidinopropionate	SKM-VL	beta-guanidinopropionate	NA	metab-u-hilicpos	2.16E-03	1.36464	-0.55189	-2.92573	-3.33333	1.70176	-1.12543	-0.21269	-1.32689		
	METAB;TESTES;beta-guanidinopropionate	TESTES	beta-guanidinopropionate	NA	metab-u-hilicpos	7.09E-03	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;KIDNEY;beta-muricholate	KIDNEY	beta-muricholate	NA	metab-u-rpneg	3.69E-02	-2.55166	-2.33998	0.68533	-0.38834	-2.78858	-1.04405	-1.69202	-0.82179		
	METAB;HEART;betaine	HEART	betaine	NA	metab-u-hilicpos	7.02E-03	2.63448	1.35107	2.05793	2.99388	-0.0438	2.48009	-1.88653	1.55818		
	METAB;HYPOTH;betaine	HYPOTH	betaine	NA	metab-u-hilicpos	6.16E-03	-1.55121	-1.46576	1.38522	1.7326	-1.87157	-1.13627	-2.77831	0.90941		
	METAB;LIVER;betaine	LIVER	betaine	NA	metab-u-hilicpos	4.47E-02	-1.74369	-2.2011	0.49738	1.10623	-1.1376	-1.77603	0.52049	0.02975		
	METAB;SPLEEN;betaine	SPLEEN	betaine	NA	metab-u-hilicpos	2.38E-02	1.04885	1.45479	1.36877	2.64889	2.76905	4.31637	1.63095	1.16095		
	METAB;ADRNL;metab-u-hilicpos:biliverdin	ADRNL	biliverdin	metab-u-hilicpos:biliverdin	metab-u-hilicpos	1.30E-04	0.03958	2.12835	1.54005	-1.54307	-3.75967	-2.69654	-2.86839	1.99215		
	METAB;CORTEX;metab-u-hilicpos:biliverdin	CORTEX	biliverdin	metab-u-hilicpos:biliverdin	metab-u-hilicpos	1.95E-03	1.48558	1.65333	3.67389	1.57061	-1.66096	-1.74581	-1.42385	2.70311		
	METAB;HYPOTH;metab-u-hilicpos:biliverdin	HYPOTH	biliverdin	metab-u-hilicpos:biliverdin	metab-u-hilicpos	5.66E-04	-1.82444	-1.75746	-1.21052	-2.91955	-2.98357	-5.39923	-2.9784	1.00031		
	METAB;LIVER;metab-u-hilicpos:biliverdin	LIVER	biliverdin	metab-u-hilicpos:biliverdin	metab-u-hilicpos	4.96E-03	2.13727	2.17119	2.40564	0.49498	-1.46317	-1.61469	-1.5784	2.6783		
	METAB;SKM-GN;metab-u-hilicpos:biliverdin	SKM-GN	biliverdin	metab-u-hilicpos:biliverdin	metab-u-hilicpos	2.15E-05	1.42356	2.26582	-0.00088	1.67447	-0.20424	-0.18068	-5.97293	3.01008		
	METAB;SKM-GN;metab-u-rppos:biliverdin	SKM-GN	biliverdin	metab-u-rppos:biliverdin	metab-u-rppos	2.18E-02	2.97578	3.8363	2.02876	0.72905	1.70262	1.47239	1.12497	-0.76509		
	METAB;SKM-VL;metab-u-hilicpos:biliverdin	SKM-VL	biliverdin	metab-u-hilicpos:biliverdin	metab-u-hilicpos	8.23E-03	-2.77775	-1.19161	1.04346	1.07459	-1.53635	-0.57294	0.58256	1.78056		
	METAB;HYPOTH;biopterin	HYPOTH	biopterin	NA	metab-u-hilicpos	9.07E-03	-2.69149	-2.27908	-1.19584	-2.07909	-1.43919	-3.73616	-2.63816	0.8861		
	METAB;LUNG;biopterin	LUNG	biopterin	NA	metab-u-hilicpos	3.61E-03	-4.80681	-4.5894	-3.24647	-2.4035	-0.68183	-0.23578	-0.02321	-2.66171		
	METAB;SPLEEN;biopterin	SPLEEN	biopterin	NA	metab-u-hilicpos	7.14E-03	1.42056	2.2214	1.93334	3.93902	2.58385	3.34809	0.37343	1.35416		
	METAB;WAT-SC;biopterin	WAT-SC	biopterin	NA	metab-u-hilicpos	4.95E-02	3.09289	2.0696	2.81928	-0.21308	0.47868	0.1663	-0.5015	1.53684		
	METAB;PLASMA;biotin	PLASMA	biotin	NA	metab-u-hilicpos	6.65E-03	0.32974	1.03539	-0.48156	-0.69405	-4.15113	-4.33576	-0.60983	-1.32065		
	METAB;ADRNL;butyrobetaine	ADRNL	butyrobetaine	NA	metab-u-hilicpos	2.51E-02	0.27305	1.8626	0.66424	0.46049	0.28643	0.5487	2.38681	4.18395		
	METAB;HEART;butyrobetaine	HEART	butyrobetaine	NA	metab-u-hilicpos	2.32E-02	2.61171	1.58355	1.92146	2.03186	-1.4174	0.1244	-0.72398	2.78483		
	METAB;HIPPOC;cAMP	HIPPOC	cAMP	NA	metab-u-hilicpos	4.53E-03	1.9403	1.42368	0.04325	-1.24485	0.76828	2.6574	2.80841	-1.3408		
	METAB;SPLEEN;cAMP	SPLEEN	cAMP	NA	metab-u-hilicpos	3.19E-02	1.15183	2.91789	2.20519	-0.27979	0.78901	0.4834	1.27785	-1.71977		
	METAB;CORTEX;cadaverine	CORTEX	cadaverine	NA	metab-u-hilicpos	2.21E-02	-0.9524	-0.69254	0.79935	0.98853	2.93721	-0.27132	2.0262	-0.86128		
	METAB;LUNG;cadaverine	LUNG	cadaverine	NA	metab-u-hilicpos	1.11E-02	0.63354	3.47665	-1.54909	1.91711	0.64075	-0.63718	0.60455	1.53818		
	METAB;SKM-GN;cadaverine	SKM-GN	cadaverine	NA	metab-u-hilicpos	7.36E-07	-3.49457	-3.97664	-0.70739	-0.80889	-4.97385	-4.52534	2.48687	0.45726		
	METAB;SMLINT;cadaverine	SMLINT	cadaverine	NA	metab-u-hilicpos	1.90E-02	0.2091	3.2747	0.48256	0.89207	1.61118	1.75403	3.24086	3.12327		
	METAB;SPLEEN;cadaverine	SPLEEN	cadaverine	NA	metab-u-hilicpos	7.96E-03	0.36827	3.49302	-0.37244	0.62528	2.24889	1.4674	2.8033	3.23863		
	METAB;LUNG;metab-u-rppos:carnitine	LUNG	carnitine	metab-u-rppos:carnitine	metab-u-rppos	8.07E-03	2.23253	2.15119	3.147	0.28592	1.2189	0.50892	3.89437	0.20249		
	METAB;SPLEEN;metab-u-hilicpos:carnitine	SPLEEN	carnitine	metab-u-hilicpos:carnitine	metab-u-hilicpos	2.69E-02	0.69903	1.71629	2.16139	1.23447	2.01125	2.71067	2.62838	-0.93028		
	METAB;LUNG;chenodeoxycholate	LUNG	chenodeoxycholate	NA	metab-u-rpneg	4.17E-02	1.0759	1.46278	-0.67889	-2.26579	0.75625	2.07368	0.18417	-0.0739		
	METAB;SKM-GN;choline	SKM-GN	choline	NA	metab-u-hilicpos	3.94E-02	2.09566	3.38975	3.51382	0.99623	-0.07192	-1.2553	-2.1523	-0.39776		
	METAB;TESTES;choline	TESTES	choline	NA	metab-u-hilicpos	7.02E-03	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;VENACV;choline	VENACV	choline	NA	metab-u-hilicpos	1.45E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;HIPPOC;cis-Aconitic acid	HIPPOC	cis-Aconitic acid	NA	meta-reg	3.07E-02	1.23641	2.73712	2.9562	1.64855	0.71393	0.67294	0.15519	-0.4591		
	METAB;WAT-SC;cis-Aconitic acid	WAT-SC	cis-Aconitic acid	NA	meta-reg	5.43E-04	-2.40686	-1.48113	-1.2652	0.59792	-2.5111	-2.34446	-0.84511	-0.27856		
	METAB;LIVER;cis-aconitate	LIVER	cis-aconitate	NA	metab-t-tca	9.23E-06	-3.3985	-4.63611	-1.28584	0.37564	-2.348	-3.49546	0.64699	0.24459		
	METAB;BAT;citrate+isocitrate	BAT	citrate+isocitrate	NA	metab-u-ionpneg	2.64E-02	-2.73054	-3.07146	-3.14375	-1.94986	-1.56363	-2.6166	0.25	0.85755		
